Logic Gate; Method; Iteration; Error; Run
NOR; random_search; 1; 0.777587890625; 0
NOR; random_search; 2; 0.521240234375; 0
NOR; random_search; 3; 0.46240234375; 0
NOR; random_search; 4; 0.46240234375; 0
NOR; random_search; 5; 0.46240234375; 0
NOR; random_search; 6; 0.46240234375; 0
NOR; random_search; 7; 0.46240234375; 0
NOR; random_search; 8; 0.46240234375; 0
NOR; random_search; 9; 0.430419921875; 0
NOR; random_search; 10; 0.244873046875; 0
NOR; random_search; 1; 0.66162109375; 1
NOR; random_search; 2; 0.5107421875; 1
NOR; random_search; 3; 0.510498046875; 1
NOR; random_search; 4; 0.510498046875; 1
NOR; random_search; 5; 0.164306640625; 1
NOR; random_search; 1; 0.508544921875; 2
NOR; random_search; 2; 0.508544921875; 2
NOR; random_search; 3; 0.508544921875; 2
NOR; random_search; 4; 0.41015625; 2
NOR; random_search; 5; 0.41015625; 2
NOR; random_search; 6; 0.41015625; 2
NOR; random_search; 7; 0.41015625; 2
NOR; random_search; 8; 0.41015625; 2
NOR; random_search; 9; 0.41015625; 2
NOR; random_search; 10; 0.41015625; 2
NOR; random_search; 11; 0.41015625; 2
NOR; random_search; 12; 0.41015625; 2
NOR; random_search; 13; 0.41015625; 2
NOR; random_search; 14; 0.37548828125; 2
NOR; random_search; 15; 0.263427734375; 2
NOR; random_search; 16; 0.263427734375; 2
NOR; random_search; 17; 0.263427734375; 2
NOR; random_search; 18; 0.263427734375; 2
NOR; random_search; 19; 0.263427734375; 2
NOR; random_search; 20; 0.263427734375; 2
NOR; random_search; 21; 0.263427734375; 2
NOR; random_search; 22; 0.263427734375; 2
NOR; random_search; 23; 0.263427734375; 2
NOR; random_search; 24; 0.22412109375; 2
NOR; random_search; 1; 0.50537109375; 3
NOR; random_search; 2; 0.467041015625; 3
NOR; random_search; 3; 0.41943359375; 3
NOR; random_search; 4; 0.41943359375; 3
NOR; random_search; 5; 0.41943359375; 3
NOR; random_search; 6; 0.41943359375; 3
NOR; random_search; 7; 0.41943359375; 3
NOR; random_search; 8; 0.40625; 3
NOR; random_search; 9; 0.40625; 3
NOR; random_search; 10; 0.300048828125; 3
NOR; random_search; 11; 0.300048828125; 3
NOR; random_search; 12; 0.300048828125; 3
NOR; random_search; 13; 0.300048828125; 3
NOR; random_search; 14; 0.300048828125; 3
NOR; random_search; 15; 0.300048828125; 3
NOR; random_search; 16; 0.300048828125; 3
NOR; random_search; 17; 0.300048828125; 3
NOR; random_search; 18; 0.300048828125; 3
NOR; random_search; 19; 0.300048828125; 3
NOR; random_search; 20; 0.300048828125; 3
NOR; random_search; 21; 0.300048828125; 3
NOR; random_search; 22; 0.300048828125; 3
NOR; random_search; 23; 0.300048828125; 3
NOR; random_search; 24; 0.300048828125; 3
NOR; random_search; 25; 0.300048828125; 3
NOR; random_search; 26; 0.300048828125; 3
NOR; random_search; 27; 0.300048828125; 3
NOR; random_search; 28; 0.300048828125; 3
NOR; random_search; 29; 0.2646484375; 3
NOR; random_search; 30; 0.2646484375; 3
NOR; random_search; 31; 0.2646484375; 3
NOR; random_search; 32; 0.2646484375; 3
NOR; random_search; 33; 0.2646484375; 3
NOR; random_search; 34; 0.2646484375; 3
NOR; random_search; 35; 0.2646484375; 3
NOR; random_search; 36; 0.2646484375; 3
NOR; random_search; 37; 0.2646484375; 3
NOR; random_search; 38; 0.2646484375; 3
NOR; random_search; 39; 0.2646484375; 3
NOR; random_search; 40; 0.2646484375; 3
NOR; random_search; 41; 0.156005859375; 3
NOR; random_search; 1; 0.68701171875; 4
NOR; random_search; 2; 0.52294921875; 4
NOR; random_search; 3; 0.486572265625; 4
NOR; random_search; 4; 0.486572265625; 4
NOR; random_search; 5; 0.486572265625; 4
NOR; random_search; 6; 0.486572265625; 4
NOR; random_search; 7; 0.486572265625; 4
NOR; random_search; 8; 0.486572265625; 4
NOR; random_search; 9; 0.372314453125; 4
NOR; random_search; 10; 0.372314453125; 4
NOR; random_search; 11; 0.372314453125; 4
NOR; random_search; 12; 0.372314453125; 4
NOR; random_search; 13; 0.372314453125; 4
NOR; random_search; 14; 0.372314453125; 4
NOR; random_search; 15; 0.372314453125; 4
NOR; random_search; 16; 0.372314453125; 4
NOR; random_search; 17; 0.372314453125; 4
NOR; random_search; 18; 0.364013671875; 4
NOR; random_search; 19; 0.3525390625; 4
NOR; random_search; 20; 0.3525390625; 4
NOR; random_search; 21; 0.3525390625; 4
NOR; random_search; 22; 0.3525390625; 4
NOR; random_search; 23; 0.3525390625; 4
NOR; random_search; 24; 0.3525390625; 4
NOR; random_search; 25; 0.3525390625; 4
NOR; random_search; 26; 0.3525390625; 4
NOR; random_search; 27; 0.3525390625; 4
NOR; random_search; 28; 0.3525390625; 4
NOR; random_search; 29; 0.3525390625; 4
NOR; random_search; 30; 0.3525390625; 4
NOR; random_search; 31; 0.3525390625; 4
NOR; random_search; 32; 0.3525390625; 4
NOR; random_search; 33; 0.3525390625; 4
NOR; random_search; 34; 0.3525390625; 4
NOR; random_search; 35; 0.3525390625; 4
NOR; random_search; 36; 0.3525390625; 4
NOR; random_search; 37; 0.3525390625; 4
NOR; random_search; 38; 0.3525390625; 4
NOR; random_search; 39; 0.3525390625; 4
NOR; random_search; 40; 0.3525390625; 4
NOR; random_search; 41; 0.3525390625; 4
NOR; random_search; 42; 0.23095703125; 4
NOR; random_search; 1; 0.398193359375; 5
NOR; random_search; 2; 0.398193359375; 5
NOR; random_search; 3; 0.398193359375; 5
NOR; random_search; 4; 0.398193359375; 5
NOR; random_search; 5; 0.398193359375; 5
NOR; random_search; 6; 0.398193359375; 5
NOR; random_search; 7; 0.398193359375; 5
NOR; random_search; 8; 0.37841796875; 5
NOR; random_search; 9; 0.37841796875; 5
NOR; random_search; 10; 0.37841796875; 5
NOR; random_search; 11; 0.37841796875; 5
NOR; random_search; 12; 0.37841796875; 5
NOR; random_search; 13; 0.37841796875; 5
NOR; random_search; 14; 0.37841796875; 5
NOR; random_search; 15; 0.37841796875; 5
NOR; random_search; 16; 0.37841796875; 5
NOR; random_search; 17; 0.37841796875; 5
NOR; random_search; 18; 0.37841796875; 5
NOR; random_search; 19; 0.32568359375; 5
NOR; random_search; 20; 0.32568359375; 5
NOR; random_search; 21; 0.32568359375; 5
NOR; random_search; 22; 0.32568359375; 5
NOR; random_search; 23; 0.32568359375; 5
NOR; random_search; 24; 0.32568359375; 5
NOR; random_search; 25; 0.32568359375; 5
NOR; random_search; 26; 0.32568359375; 5
NOR; random_search; 27; 0.294677734375; 5
NOR; random_search; 28; 0.294677734375; 5
NOR; random_search; 29; 0.294677734375; 5
NOR; random_search; 30; 0.294677734375; 5
NOR; random_search; 31; 0.294677734375; 5
NOR; random_search; 32; 0.294677734375; 5
NOR; random_search; 33; 0.294677734375; 5
NOR; random_search; 34; 0.294677734375; 5
NOR; random_search; 35; 0.294677734375; 5
NOR; random_search; 36; 0.294677734375; 5
NOR; random_search; 37; 0.28857421875; 5
NOR; random_search; 38; 0.28857421875; 5
NOR; random_search; 39; 0.28857421875; 5
NOR; random_search; 40; 0.28857421875; 5
NOR; random_search; 41; 0.28857421875; 5
NOR; random_search; 42; 0.28857421875; 5
NOR; random_search; 43; 0.28857421875; 5
NOR; random_search; 44; 0.28857421875; 5
NOR; random_search; 45; 0.28857421875; 5
NOR; random_search; 46; 0.28857421875; 5
NOR; random_search; 47; 0.28857421875; 5
NOR; random_search; 48; 0.28857421875; 5
NOR; random_search; 49; 0.283935546875; 5
NOR; random_search; 50; 0.218017578125; 5
NOR; random_search; 1; 0.4716796875; 6
NOR; random_search; 2; 0.4716796875; 6
NOR; random_search; 3; 0.4716796875; 6
NOR; random_search; 4; 0.155029296875; 6
NOR; random_search; 1; 0.50146484375; 7
NOR; random_search; 2; 0.49853515625; 7
NOR; random_search; 3; 0.49853515625; 7
NOR; random_search; 4; 0.49853515625; 7
NOR; random_search; 5; 0.49853515625; 7
NOR; random_search; 6; 0.49853515625; 7
NOR; random_search; 7; 0.370849609375; 7
NOR; random_search; 8; 0.370849609375; 7
NOR; random_search; 9; 0.370849609375; 7
NOR; random_search; 10; 0.370849609375; 7
NOR; random_search; 11; 0.370849609375; 7
NOR; random_search; 12; 0.370849609375; 7
NOR; random_search; 13; 0.370849609375; 7
NOR; random_search; 14; 0.1826171875; 7
NOR; random_search; 1; 0.35205078125; 8
NOR; random_search; 2; 0.35205078125; 8
NOR; random_search; 3; 0.35205078125; 8
NOR; random_search; 4; 0.35205078125; 8
NOR; random_search; 5; 0.35205078125; 8
NOR; random_search; 6; 0.35205078125; 8
NOR; random_search; 7; 0.35205078125; 8
NOR; random_search; 8; 0.35205078125; 8
NOR; random_search; 9; 0.35205078125; 8
NOR; random_search; 10; 0.35205078125; 8
NOR; random_search; 11; 0.35205078125; 8
NOR; random_search; 12; 0.35205078125; 8
NOR; random_search; 13; 0.35205078125; 8
NOR; random_search; 14; 0.35205078125; 8
NOR; random_search; 15; 0.35205078125; 8
NOR; random_search; 16; 0.35205078125; 8
NOR; random_search; 17; 0.35205078125; 8
NOR; random_search; 18; 0.35205078125; 8
NOR; random_search; 19; 0.35205078125; 8
NOR; random_search; 20; 0.35205078125; 8
NOR; random_search; 21; 0.35205078125; 8
NOR; random_search; 22; 0.35205078125; 8
NOR; random_search; 23; 0.35205078125; 8
NOR; random_search; 24; 0.35205078125; 8
NOR; random_search; 25; 0.35205078125; 8
NOR; random_search; 26; 0.35205078125; 8
NOR; random_search; 27; 0.329345703125; 8
NOR; random_search; 28; 0.329345703125; 8
NOR; random_search; 29; 0.329345703125; 8
NOR; random_search; 30; 0.329345703125; 8
NOR; random_search; 31; 0.329345703125; 8
NOR; random_search; 32; 0.329345703125; 8
NOR; random_search; 33; 0.287353515625; 8
NOR; random_search; 34; 0.154541015625; 8
NOR; random_search; 1; 0.47509765625; 9
NOR; random_search; 2; 0.46044921875; 9
NOR; random_search; 3; 0.39013671875; 9
NOR; random_search; 4; 0.39013671875; 9
NOR; random_search; 5; 0.39013671875; 9
NOR; random_search; 6; 0.39013671875; 9
NOR; random_search; 7; 0.39013671875; 9
NOR; random_search; 8; 0.39013671875; 9
NOR; random_search; 9; 0.39013671875; 9
NOR; random_search; 10; 0.39013671875; 9
NOR; random_search; 11; 0.39013671875; 9
NOR; random_search; 12; 0.39013671875; 9
NOR; random_search; 13; 0.39013671875; 9
NOR; random_search; 14; 0.39013671875; 9
NOR; random_search; 15; 0.39013671875; 9
NOR; random_search; 16; 0.39013671875; 9
NOR; random_search; 17; 0.39013671875; 9
NOR; random_search; 18; 0.39013671875; 9
NOR; random_search; 19; 0.39013671875; 9
NOR; random_search; 20; 0.39013671875; 9
NOR; random_search; 21; 0.39013671875; 9
NOR; random_search; 22; 0.39013671875; 9
NOR; random_search; 23; 0.39013671875; 9
NOR; random_search; 24; 0.39013671875; 9
NOR; random_search; 25; 0.39013671875; 9
NOR; random_search; 26; 0.39013671875; 9
NOR; random_search; 27; 0.39013671875; 9
NOR; random_search; 28; 0.22216796875; 9
