Logic Gate; Method; Iteration; Error; Run
NOR; simulated_annealing; 1; 0.598876953125; 0
NOR; simulated_annealing; 2; 0.55517578125; 0
NOR; simulated_annealing; 3; 0.540283203125; 0
NOR; simulated_annealing; 4; 0.51513671875; 0
NOR; simulated_annealing; 5; 0.452392578125; 0
NOR; simulated_annealing; 6; 0.399658203125; 0
NOR; simulated_annealing; 7; 0.39892578125; 0
NOR; simulated_annealing; 8; 0.39892578125; 0
NOR; simulated_annealing; 9; 0.3720703125; 0
NOR; simulated_annealing; 10; 0.3720703125; 0
NOR; simulated_annealing; 11; 0.363037109375; 0
NOR; simulated_annealing; 12; 0.363037109375; 0
NOR; simulated_annealing; 13; 0.363037109375; 0
NOR; simulated_annealing; 14; 0.363037109375; 0
NOR; simulated_annealing; 15; 0.363037109375; 0
NOR; simulated_annealing; 16; 0.363037109375; 0
NOR; simulated_annealing; 17; 0.363037109375; 0
NOR; simulated_annealing; 18; 0.363037109375; 0
NOR; simulated_annealing; 19; 0.363037109375; 0
NOR; simulated_annealing; 20; 0.363037109375; 0
NOR; simulated_annealing; 21; 0.363037109375; 0
NOR; simulated_annealing; 22; 0.363037109375; 0
NOR; simulated_annealing; 23; 0.363037109375; 0
NOR; simulated_annealing; 24; 0.363037109375; 0
NOR; simulated_annealing; 25; 0.363037109375; 0
NOR; simulated_annealing; 26; 0.363037109375; 0
NOR; simulated_annealing; 27; 0.363037109375; 0
NOR; simulated_annealing; 28; 0.363037109375; 0
NOR; simulated_annealing; 29; 0.363037109375; 0
NOR; simulated_annealing; 30; 0.363037109375; 0
NOR; simulated_annealing; 31; 0.363037109375; 0
NOR; simulated_annealing; 32; 0.363037109375; 0
NOR; simulated_annealing; 33; 0.363037109375; 0
NOR; simulated_annealing; 34; 0.363037109375; 0
NOR; simulated_annealing; 35; 0.363037109375; 0
NOR; simulated_annealing; 36; 0.363037109375; 0
NOR; simulated_annealing; 37; 0.363037109375; 0
NOR; simulated_annealing; 38; 0.363037109375; 0
NOR; simulated_annealing; 39; 0.363037109375; 0
NOR; simulated_annealing; 40; 0.363037109375; 0
NOR; simulated_annealing; 41; 0.363037109375; 0
NOR; simulated_annealing; 42; 0.363037109375; 0
NOR; simulated_annealing; 43; 0.31396484375; 0
NOR; simulated_annealing; 44; 0.31396484375; 0
NOR; simulated_annealing; 45; 0.31396484375; 0
NOR; simulated_annealing; 46; 0.31396484375; 0
NOR; simulated_annealing; 47; 0.30224609375; 0
NOR; simulated_annealing; 48; 0.30224609375; 0
NOR; simulated_annealing; 49; 0.30224609375; 0
NOR; simulated_annealing; 50; 0.30224609375; 0
NOR; simulated_annealing; 51; 0.30224609375; 0
NOR; simulated_annealing; 52; 0.30224609375; 0
NOR; simulated_annealing; 53; 0.30224609375; 0
NOR; simulated_annealing; 54; 0.30224609375; 0
NOR; simulated_annealing; 55; 0.30224609375; 0
NOR; simulated_annealing; 56; 0.30224609375; 0
NOR; simulated_annealing; 57; 0.30224609375; 0
NOR; simulated_annealing; 58; 0.30224609375; 0
NOR; simulated_annealing; 59; 0.30224609375; 0
NOR; simulated_annealing; 60; 0.30224609375; 0
NOR; simulated_annealing; 61; 0.30224609375; 0
NOR; simulated_annealing; 62; 0.30224609375; 0
NOR; simulated_annealing; 63; 0.30224609375; 0
NOR; simulated_annealing; 64; 0.30224609375; 0
NOR; simulated_annealing; 65; 0.30224609375; 0
NOR; simulated_annealing; 66; 0.30224609375; 0
NOR; simulated_annealing; 67; 0.30224609375; 0
NOR; simulated_annealing; 68; 0.30224609375; 0
NOR; simulated_annealing; 69; 0.30224609375; 0
NOR; simulated_annealing; 70; 0.30224609375; 0
NOR; simulated_annealing; 71; 0.30224609375; 0
NOR; simulated_annealing; 72; 0.30224609375; 0
NOR; simulated_annealing; 73; 0.30224609375; 0
NOR; simulated_annealing; 74; 0.30224609375; 0
NOR; simulated_annealing; 75; 0.30224609375; 0
NOR; simulated_annealing; 76; 0.30224609375; 0
NOR; simulated_annealing; 77; 0.30224609375; 0
NOR; simulated_annealing; 78; 0.30224609375; 0
NOR; simulated_annealing; 79; 0.30224609375; 0
NOR; simulated_annealing; 80; 0.300048828125; 0
NOR; simulated_annealing; 81; 0.300048828125; 0
NOR; simulated_annealing; 82; 0.300048828125; 0
NOR; simulated_annealing; 83; 0.300048828125; 0
NOR; simulated_annealing; 84; 0.300048828125; 0
NOR; simulated_annealing; 85; 0.300048828125; 0
NOR; simulated_annealing; 86; 0.300048828125; 0
NOR; simulated_annealing; 87; 0.300048828125; 0
NOR; simulated_annealing; 88; 0.300048828125; 0
